准考證號,國文,英文,數學,自然,社會
3383,67,23,73,52,75
3384,88,58,34,36,66
3385,52,74,26,33,71
3386,72,69,0,100,78
3387,77,42,38,95,81
3388,73,55,34,78,81
3389,82,100,0,47,87
3390,59,43,30,55,87
3391,73,61,21,70,83
3392,67,83,59,50,88
3393,78,82,43,94,68
3394,64,17,51,50,87
3395,64,94,54,66,90
3396,72,53,10,60,80
3397,78,63,67,50,86
3398,84,83,59,44,76
3399,96,11,3,70,80
3400,90,60,52,71,77
3401,72,74,68,89,82
3402,65,100,21,21,75
3403,82,39,51,33,95
3404,76,56,35,66,64
3405,73,34,19,72,70
3406,62,35,79,64,76
3407,85,68,16,65,90
3408,75,48,22,74,80
3409,86,73,32,57,69
3410,70,93,0,72,78
3411,61,78,49,42,80
3412,73,100,30,71,62
3413,73,46,17,73,76
3414,60,58,81,28,76
3415,75,39,27,100,92
3416,81,62,52,96,79
3417,79,33,23,76,90
3418,86,0,17,48,82
3419,67,100,0,66,69
3420,78,70,18,53,75
3421,88,70,49,48,77
3422,52,58,18,79,75
3423,74,96,56,22,61
3424,79,60,64,71,77
3425,78,89,28,91,82
3426,61,60,39,27,89
3427,88,35,76,47,79
3428,91,95,49,79,75
3429,87,46,0,40,86
3430,61,23,52,91,78
3431,78,49,65,82,82
3432,65,100,35,44,57
3433,65,31,3,93,85
3434,64,30,5,60,79
3435,87,60,100,58,92
3436,66,57,22,66,73
3437,68,100,76,14,88
3438,85,50,82,56,69
3439,70,9,36,51,88
3440,70,65,8,92,78
3441,100,84,87,60,67
3442,75,6,20,77,82
3443,82,48,56,35,93
3444,69,42,70,37,73
3445,74,78,30,51,70
3446,93,49,33,52,90
3447,66,43,42,68,75
3448,76,60,41,39,74
3449,76,73,24,47,82
3450,65,66,45,52,89
3451,68,96,28,59,83
3452,69,97,59,58,64
3453,81,74,12,83,89
3454,67,40,53,35,72
3455,80,68,20,38,88
3456,87,82,60,71,85
3457,79,70,0,61,75
3458,69,67,57,63,89
3459,62,78,45,59,72
3460,79,95,44,72,81
3461,76,43,23,85,79
3462,66,88,56,47,66
3463,91,60,89,89,59
3464,87,100,68,85,88
3465,82,51,31,38,73
3466,58,91,26,25,77
3467,84,73,13,88,82
3468,79,20,90,45,66
3469,87,100,0,97,84
3470,87,100,23,28,90
3471,69,100,25,90,69
3472,92,74,0,73,74
3473,57,52,32,56,96
3474,67,37,17,70,84
3475,82,7,0,97,65
3476,70,64,58,71,85
3477,62,60,53,31,75
3478,61,37,22,59,78
3479,56,66,17,79,87
3480,81,34,25,37,72
3481,74,71,79,69,77
3482,78,75,54,73,85
3483,68,76,30,87,75
3484,77,44,27,38,78
3485,85,30,27,66,72
3486,66,72,0,77,80
3487,73,98,64,54,81
3488,70,45,46,81,94
3489,72,39,6,76,81
3490,53,63,21,84,74
3491,58,49,66,34,91
3492,66,37,44,53,60
3493,64,59,91,73,76
3494,73,48,25,71,84
3495,77,60,94,64,76
3496,83,67,37,74,82
3497,63,100,64,71,70
3498,67,97,23,88,75
3499,82,63,26,56,86
3500,81,78,54,85,86
3501,72,42,66,62,78
3502,87,57,44,68,71
3503,74,90,62,75,81
3504,72,80,1,78,75
3505,65,86,64,58,69
3506,76,45,36,7,95
3507,67,82,78,53,84
3508,80,44,100,50,80
3509,80,54,16,61,81
3510,63,37,92,71,77
3511,73,36,24,33,82
3512,79,75,30,74,62
3513,68,15,45,50,79
3514,74,80,33,100,78
3515,85,84,52,51,81
3516,81,61,68,23,80
3517,74,62,0,55,86
3518,78,65,0,42,70
3519,78,79,35,63,78
3520,67,74,47,68,79
3521,64,54,61,85,88
3522,69,7,0,83,100
3523,89,92,40,56,81
3524,80,49,36,92,81
3525,75,24,18,62,84
3526,85,44,74,84,81
3527,78,57,0,74,87
3528,70,67,84,30,89
3529,83,81,54,65,81
3530,76,66,62,58,79
3531,81,42,20,61,73
3532,67,76,55,54,75
3533,89,96,79,67,67
3534,75,67,41,58,75
3535,84,47,20,41,79
3536,78,51,13,46,95
3537,77,46,40,72,77
3538,71,83,55,67,78
3539,71,75,47,79,81
3540,77,58,71,51,85
3541,74,56,53,38,73
3542,74,63,0,65,65
3543,77,31,47,42,88
3544,90,70,59,74,92
3545,75,80,1,79,94
3546,92,78,68,66,86
3547,76,28,16,50,74
3548,76,73,0,68,70
3549,81,67,6,49,76
3550,68,75,0,45,81
3551,72,42,51,83,79
3552,87,41,31,36,75
3553,67,74,78,83,84
3554,64,66,40,86,87
3555,64,77,86,35,78
3556,84,75,27,24,81
3557,71,47,18,74,86
3558,76,64,25,29,78
3559,69,64,12,54,76
3560,72,100,25,45,69
3561,81,59,93,68,90
3562,55,100,2,42,86
3563,71,100,31,64,86
3564,87,100,60,86,78
3565,62,54,49,89,71
3566,84,89,34,22,71
3567,85,66,48,57,77
3568,94,64,53,57,81
3569,67,96,46,73,77
3570,64,93,65,55,97
3571,83,85,55,99,80
3572,72,67,19,62,88
3573,80,71,100,94,82
3574,74,64,66,60,82
3575,73,61,0,65,75
3576,49,60,12,79,89
3577,84,59,33,66,83
3578,91,65,24,60,91
3579,77,85,48,78,85
3580,58,91,7,68,70
3581,64,66,41,53,86
3582,79,38,8,57,86
3583,71,77,69,50,77
3584,78,66,13,61,75
3585,62,99,5,29,72
3586,78,46,29,64,73
3587,87,64,65,30,90
3588,69,66,4,84,85
3589,86,70,41,63,85
3590,64,96,90,56,85
3591,65,68,15,65,73
3592,88,30,82,34,77
3593,72,100,48,52,70
3594,85,43,6,61,83
3595,57,93,52,61,79
3596,87,61,49,29,96
3597,58,26,57,39,71
3598,84,58,34,34,80
3599,88,78,0,57,73
3600,68,54,37,35,76
3601,68,23,49,62,70
3602,63,65,74,30,72
3603,56,78,57,76,62
3604,89,61,18,77,84
3605,76,24,50,64,81
3606,94,72,41,100,84
3607,71,51,6,60,82
3608,80,90,32,76,82
3609,75,83,22,54,77
3610,58,98,19,76,81
3611,51,77,12,69,78
3612,99,100,50,62,84
3613,75,63,30,43,88
3614,77,22,12,71,86
3615,82,88,62,48,78
3616,71,40,44,48,86
3617,81,54,20,46,84
3618,87,100,34,29,79
3619,86,67,61,69,70
3620,68,95,91,95,80
3621,71,65,33,70,82
3622,67,87,73,82,84
3623,62,9,76,54,82
3624,60,66,19,42,72
3625,90,75,70,71,76
3626,86,69,68,75,90
3627,73,81,64,67,65
3628,74,54,10,68,61
3629,61,50,36,67,91
3630,71,60,77,72,84
3631,73,48,10,100,82
3632,70,40,0,43,83
3633,53,54,8,67,82
3634,72,40,100,74,86
3635,64,26,55,81,87
3636,73,84,66,43,78
3637,77,21,16,50,67
3638,76,91,32,41,73
3639,76,79,85,81,82
3640,69,77,11,56,86
3641,63,45,10,62,70
3642,77,18,64,64,79
3643,50,91,7,78,65
3644,74,92,18,38,81
3645,81,43,71,62,84
3646,82,77,68,76,85
3647,66,35,28,44,90
3648,79,57,40,85,78
3649,89,75,35,57,80
3650,69,78,37,48,76
3651,75,98,22,48,85
3652,68,44,26,75,95
3653,62,32,40,53,73
3654,84,55,84,77,83
3655,63,74,65,66,92
3656,89,74,49,33,95
3657,78,52,10,64,83
3658,67,100,33,85,79
3659,61,71,17,63,75
3660,92,96,29,63,72
3661,67,50,0,29,84
3662,84,62,60,50,85
3663,78,62,58,70,70
3664,67,38,66,48,79
3665,78,93,65,32,89
3666,74,60,82,28,78
3667,81,89,39,64,82
3668,60,26,69,75,93
3669,77,63,73,56,93
3670,69,8,47,78,81
3671,71,85,29,41,86
3672,72,87,49,36,81
3673,72,97,52,55,77
3674,87,52,50,24,75
3675,64,46,60,48,74
3676,67,52,67,82,89
3677,80,41,30,44,79
3678,68,74,29,57,93
3679,90,41,31,60,78
3680,94,55,39,79,86
3681,79,25,0,60,83
3682,59,60,56,42,70
3683,70,83,32,68,85
3684,81,84,57,74,75
3685,50,100,37,52,84
3686,86,61,35,100,92
3687,77,62,70,67,88
3688,80,91,31,59,82
3689,89,71,82,81,72
3690,71,34,29,42,76
3691,92,55,70,82,87
3692,83,74,70,77,67
3693,84,46,56,30,73
3694,86,100,68,92,80
3695,100,61,37,16,94
3696,82,54,44,81,66
3697,75,78,14,32,81
3698,58,67,22,84,92
3699,79,54,22,32,83
3700,61,64,28,67,79
3701,68,89,38,47,79
3702,78,53,81,91,77
3703,74,64,15,19,75
3704,73,89,62,84,80
3705,75,72,40,51,76
3706,63,67,36,34,70
3707,82,51,82,52,64
3708,75,66,21,23,77
3709,73,46,0,86,79
3710,70,79,48,76,78
3711,74,84,0,29,80
3712,68,57,52,74,81
3713,85,63,61,72,85
3714,57,14,55,38,83
3715,76,62,0,66,72
3716,76,58,43,23,78
3717,70,64,0,64,76
3718,77,40,39,44,82
3719,76,80,44,57,69
3720,81,54,26,70,81
3721,99,66,27,26,88
3722,81,24,100,49,69
3723,79,100,88,82,71
3724,60,50,0,37,85
3725,58,99,73,56,88
3726,78,32,32,52,84
3727,86,52,39,71,79
3728,73,71,28,79,74
3729,76,81,5,65,81
3730,81,41,47,23,90
3731,94,73,69,52,99
3732,65,68,38,81,93
3733,62,55,11,66,77
3734,81,51,19,70,57
3735,85,85,29,72,82
3736,82,87,9,63,85
3737,72,54,0,64,83
3738,78,77,62,100,81
3739,69,77,57,75,81
3740,81,86,65,60,69
3741,59,33,30,37,87
3742,78,41,65,68,67
3743,65,68,85,51,78
3744,69,62,34,87,78
3745,78,33,38,50,92
3746,76,9,15,54,77
3747,89,72,19,67,85
3748,85,58,59,39,66
3749,68,24,6,73,90
3750,80,50,66,55,76
3751,78,42,36,53,79
3752,87,64,0,49,77
3753,64,95,69,22,67
3754,95,58,69,74,77
3755,81,69,74,93,71
3756,85,55,21,54,78
3757,89,47,45,60,79
3758,66,77,69,49,88
3759,71,54,96,73,83
3760,85,48,57,52,90
3761,85,84,67,64,80
3762,75,36,73,39,71
3763,68,92,24,83,74
3764,91,98,0,66,81
3765,79,95,78,85,78
3766,63,39,23,49,82
3767,71,74,0,53,77
3768,57,86,85,33,90
3769,57,60,85,44,79
3770,88,0,14,100,75
3771,70,23,49,45,71
3772,74,46,74,53,66
3773,79,51,36,77,66
3774,76,35,14,62,76
3775,73,9,82,34,73
3776,48,100,23,47,78
3777,85,80,48,53,91
3778,71,82,43,31,72
3779,73,62,100,56,82
3780,66,40,16,44,86
3781,87,53,36,45,91
3782,69,19,20,92,80
3783,88,46,45,75,82
3784,69,67,45,35,91
3785,59,66,80,35,57
3786,78,38,57,55,100
3787,85,78,45,52,77
3788,80,79,2,41,79
3789,76,67,20,90,81
3790,68,100,59,55,64
3791,69,100,8,65,78
3792,98,52,0,64,73
3793,73,37,10,65,78
3794,77,89,38,53,82
3795,79,96,52,79,78
3796,70,100,8,45,92
3797,65,74,81,42,83
3798,69,88,52,54,79
3799,75,17,31,44,79
3800,66,77,0,54,73
3801,67,61,35,31,72
3802,62,79,55,69,80
3803,72,72,51,72,79
3804,84,98,16,65,83
3805,79,77,47,71,85
3806,63,81,37,48,73
3807,81,66,34,62,72
3808,63,89,55,60,86
3809,82,55,39,97,66
3810,76,70,23,65,66
3811,99,36,36,70,85
3812,48,31,59,36,70
3813,80,55,49,63,75
3814,62,60,7,15,89
3815,89,58,69,45,71
3816,64,17,34,34,86
3817,81,29,48,29,80
3818,83,51,25,44,85
3819,77,72,0,70,89
3820,78,52,31,21,89
3821,82,84,49,50,69
3822,80,47,50,45,73
3823,87,100,48,50,77
3824,71,56,41,67,74
3825,62,57,76,79,77
3826,64,100,37,62,82
3827,83,41,87,96,65
3828,65,81,21,61,78
3829,57,100,29,82,84
3830,80,54,31,56,83
3831,68,21,11,56,88
3832,64,100,74,18,80
3833,76,92,9,48,72
3834,73,70,0,56,78
3835,83,45,68,47,80
3836,78,54,45,70,81
3837,62,40,35,50,84
3838,65,53,21,42,79
3839,74,21,0,66,72
3840,70,100,49,53,75
3841,74,37,35,65,79
3842,79,11,1,69,75
3843,76,95,48,43,75
3844,87,56,76,87,78
3845,85,59,22,65,83
3846,78,48,19,85,87
3847,84,39,32,100,78
3848,74,100,44,42,82
3849,66,19,56,58,64
3850,73,59,41,51,85
3851,83,64,0,67,85
3852,83,48,59,59,70
3853,84,75,61,100,65
3854,72,67,35,87,64
3855,75,59,65,42,82
3856,63,77,10,80,86
3857,83,46,11,57,71
3858,66,46,61,45,80
3859,83,53,1,95,80
3860,48,57,72,62,79
3861,92,46,0,85,76
3862,61,40,44,32,77
3863,76,71,44,61,80
3864,81,35,19,58,76
3865,61,54,32,55,91
3866,75,47,20,48,68
3867,60,87,62,62,80
3868,76,31,0,66,92
3869,62,64,68,51,91
3870,81,37,19,75,87
3871,71,54,55,78,67
3872,57,67,21,77,76
3873,86,45,18,51,100
3874,85,100,51,75,73
3875,76,37,100,67,81
3876,63,68,53,48,87
3877,74,76,0,88,67
3878,71,56,52,51,73
3879,64,65,32,56,77
3880,74,82,48,58,81
3881,75,62,31,46,82
3882,82,62,48,68,73
3883,75,28,81,54,78
3884,76,66,11,56,76
3885,86,66,51,72,87
3886,73,53,50,83,91
3887,80,53,35,73,74
3888,81,47,77,62,68
3889,81,100,0,25,68
3890,73,76,0,75,84
3891,80,29,0,44,79
3892,75,86,11,100,100
3893,93,28,52,97,84
3894,64,54,22,87,82
3895,68,50,46,55,81
3896,87,10,30,67,86
3897,96,72,91,34,85
3898,66,70,39,70,76
3899,74,29,38,100,81
3900,74,55,69,62,65
3901,83,59,0,73,75
3902,60,100,0,75,88
3903,77,79,19,65,72
3904,76,61,5,39,73
3905,80,100,19,58,63
3906,71,71,41,17,70
3907,54,71,27,68,76
3908,90,83,15,41,69
3909,74,13,18,51,92
3910,73,93,6,53,94
3911,91,46,9,80,69
3912,62,32,16,44,77
3913,87,66,0,59,94
3914,80,57,29,61,81
3915,58,97,2,52,76
3916,62,5,60,71,85
3917,77,80,8,65,75
3918,87,75,65,41,77
3919,84,88,49,61,80
3920,77,65,78,67,81
3921,77,100,16,47,82
3922,87,63,45,47,89
3923,77,39,19,65,73
3924,79,40,57,50,80
3925,76,79,0,33,73
3926,73,100,47,40,74
3927,88,75,52,51,78
3928,87,73,36,31,83
3929,86,0,42,62,76
3930,69,59,63,57,76
3931,64,100,11,68,87
3932,70,43,84,77,87
3933,57,0,68,72,69
3934,87,61,15,63,89
3935,85,100,74,56,90
3936,80,58,79,91,86
3937,71,58,60,78,69
3938,66,35,100,27,86
3939,69,78,27,74,88
3940,93,45,45,53,84
3941,61,72,83,43,74
3942,83,76,21,56,81
3943,88,36,25,57,80
3944,54,29,63,28,70
3945,67,97,36,100,75
3946,72,86,36,42,80
3947,62,100,6,53,80
3948,63,90,21,57,80
3949,70,51,36,56,73
3950,94,42,0,52,82
3951,84,14,68,50,86
3952,74,35,30,35,91
3953,61,52,52,58,93
3954,66,37,22,24,79
3955,72,39,60,43,88
3956,82,100,21,98,78
3957,78,36,48,62,80
3958,87,37,59,53,69
3959,52,77,19,69,75
3960,77,55,44,73,82
3961,91,97,43,48,84
3962,84,35,60,62,83
3963,91,51,33,100,85
3964,89,61,74,59,73
3965,66,54,60,43,76
3966,77,85,53,84,69
3967,84,100,48,64,79
3968,77,50,33,44,79
3969,56,70,69,62,80
3970,70,58,52,35,82
3971,93,73,6,43,81
3972,81,75,58,65,80
3973,72,28,2,66,82
3974,65,45,72,41,67
3975,73,17,56,77,79
3976,82,93,3,73,67
3977,71,93,37,22,85
3978,87,33,42,21,87
3979,68,49,69,100,72
3980,66,38,14,71,92
3981,81,33,72,69,65
3982,71,76,63,66,80
3983,82,50,97,80,75
3984,74,67,39,61,82
3985,83,75,12,63,74
3986,89,55,46,50,92
3987,59,100,100,59,61
3988,81,51,55,58,79
3989,93,69,40,52,81
3990,73,34,63,47,81
3991,68,36,16,52,73
3992,69,20,76,78,79
3993,77,62,20,54,72
3994,86,67,2,68,84
3995,53,63,27,59,90
3996,73,68,46,65,87
3997,70,97,56,68,78
3998,87,65,22,78,89
3999,56,50,0,55,76
4000,92,70,41,56,90
4001,72,83,67,59,91
4002,89,73,13,32,85
4003,83,82,11,32,75
4004,74,65,71,45,79
4005,82,89,25,78,68
4006,69,70,0,89,76
4007,75,100,44,66,90
4008,82,73,47,68,77
4009,61,100,22,62,75
4010,83,28,61,60,77
4011,58,95,0,50,74
4012,87,66,46,52,82
4013,71,60,24,72,84
4014,71,70,21,70,87
4015,84,100,99,43,76
4016,70,70,65,64,74
4017,76,100,3,73,82
4018,73,39,42,58,76
4019,69,54,35,98,74
4020,90,100,33,47,87
4021,76,81,56,75,81
4022,57,58,44,47,87
4023,66,75,58,56,83
4024,67,100,5,81,72
4025,71,74,34,58,83
4026,68,62,60,85,84
4027,82,89,26,56,74
4028,83,100,15,49,72
4029,94,92,3,44,86
4030,89,67,34,50,72
4031,66,71,0,73,67
4032,81,100,0,53,79
4033,62,91,38,81,77
4034,83,100,4,61,80
4035,72,92,39,29,72
4036,79,55,31,62,84
4037,70,85,0,72,77
4038,72,63,51,44,69
4039,73,72,0,47,73
4040,66,68,9,68,71
4041,55,61,26,76,71
4042,77,27,15,45,81
4043,67,40,35,63,83
4044,76,81,100,68,80
4045,80,35,47,63,77
4046,77,44,17,47,69
4047,69,53,2,64,71
4048,61,0,85,100,66
4049,85,52,85,28,75
4050,62,78,34,74,88
4051,74,68,18,31,86
4052,72,72,59,74,80
4053,77,96,90,60,69
4054,71,71,26,81,79
4055,64,89,19,46,81
4056,72,88,35,67,82
4057,77,91,24,32,78
4058,77,61,0,82,89
4059,84,48,12,34,74
4060,97,54,0,89,83
4061,80,49,53,57,84
4062,67,100,65,59,91
4063,78,64,53,58,73
4064,79,84,36,65,81
4065,84,59,35,21,79
4066,87,96,15,38,96
4067,79,80,32,56,89
4068,69,68,75,51,72
4069,85,100,0,55,75
4070,58,12,51,65,83
4071,68,98,35,98,84
4072,100,55,43,60,90
4073,85,75,49,89,71
4074,88,45,38,38,83
4075,82,64,0,80,90
4076,79,60,72,58,89
4077,59,62,5,60,71
4078,79,48,43,54,80
4079,71,56,0,42,84
4080,77,94,0,35,71
4081,78,65,0,43,57
4082,68,63,25,55,82
4083,76,63,31,76,81
4084,69,69,24,87,76
4085,75,62,13,66,87
4086,65,43,16,32,85
4087,76,100,31,84,67
4088,74,100,45,46,79
4089,77,65,45,81,83
4090,68,99,99,43,100
4091,69,94,9,74,90
4092,68,29,36,45,80
4093,87,36,12,78,74
4094,83,0,100,74,82
4095,87,62,46,77,100
4096,82,69,16,71,73
4097,87,79,26,55,74
4098,71,89,46,78,76
4099,94,61,42,71,89
4100,92,62,45,55,69
4101,83,58,16,78,77
4102,72,38,3,15,87
4103,60,17,57,52,68
4104,81,13,45,66,69
4105,70,56,62,80,90
4106,72,77,60,82,74
4107,85,82,55,70,92
4108,76,29,53,86,76
4109,87,97,26,62,81
4110,84,70,28,60,86
4111,84,75,0,90,91
4112,58,51,44,81,76
4113,64,93,17,52,73
4114,80,60,100,49,76
4115,49,69,9,41,81
4116,83,34,38,79,82
4117,51,87,76,70,84
4118,66,43,29,77,85
4119,70,56,0,64,79
4120,78,16,64,53,75
4121,68,46,75,63,75
4122,67,50,40,28,86
4123,52,35,100,42,76
4124,67,98,2,48,63
4125,80,18,0,73,86
4126,63,37,69,90,81
4127,65,70,0,87,83
4128,66,82,39,53,82
4129,52,55,25,36,78
4130,69,98,0,64,78
4131,81,96,23,100,78
4132,81,62,75,55,67
4133,66,89,61,24,68
4134,76,0,11,49,74
4135,69,96,35,79,77
4136,70,80,26,53,75
4137,73,34,50,65,84
4138,83,14,55,80,74
4139,68,59,16,92,73
4140,82,57,21,77,89
4141,77,45,100,62,81
4142,70,55,24,71,72
4143,67,54,54,54,76
4144,59,58,30,42,82
4145,65,64,4,48,77
4146,64,77,4,51,77
4147,57,81,96,61,80
4148,58,65,26,49,75
4149,76,95,29,66,64
4150,54,100,53,73,84
4151,81,95,12,65,80
4152,64,61,21,25,78
4153,69,60,47,26,88
4154,72,63,52,63,58
4155,57,99,85,68,69
4156,80,61,19,54,82
4157,73,99,85,53,79
4158,88,38,65,58,82
4159,85,82,11,54,74
4160,84,71,49,67,67
4161,74,100,28,61,84
4162,92,81,90,98,80
4163,72,70,84,56,76
4164,70,40,36,68,92
4165,86,62,0,61,79
4166,66,78,66,48,79
4167,78,70,2,85,82
4168,62,28,7,73,88
4169,76,100,0,52,71
4170,81,51,47,56,92
4171,71,76,71,54,75
4172,90,64,22,77,77
4173,95,100,1,42,82
4174,79,80,15,57,76
4175,69,39,9,73,87
4176,98,43,42,69,85
4177,67,67,0,36,83
4178,72,53,26,72,77
4179,83,40,55,80,80
4180,60,29,54,77,79
4181,74,59,11,66,78
4182,72,34,17,64,73
4183,71,64,18,78,87
4184,65,66,8,53,93
4185,79,91,76,48,84
4186,74,88,91,54,74
4187,67,72,40,89,84
4188,78,87,0,59,76
4189,89,100,8,84,78
4190,70,78,35,23,74
4191,78,65,54,100,82
4192,76,50,26,43,77
4193,62,64,43,34,77
4194,74,76,87,97,89
4195,88,98,56,52,81
4196,74,56,33,27,84
4197,85,58,50,73,65
4198,70,66,13,45,82
4199,82,31,50,43,66
4200,77,80,0,62,88
4201,81,100,90,58,77
4202,68,53,40,78,85
4203,98,45,0,94,79
4204,88,86,91,52,65
4205,79,100,9,24,77
4206,76,85,73,47,89
4207,94,84,89,50,76
4208,98,100,20,67,78
4209,91,61,8,63,80
4210,80,77,44,19,77
4211,76,51,41,88,73
4212,82,86,18,77,78
4213,72,76,34,94,76
4214,92,100,12,51,70
4215,74,71,41,55,78
4216,67,100,58,64,57
4217,76,79,14,48,85
4218,56,54,71,68,83
4219,69,37,58,26,77
4220,60,94,25,43,80
4221,69,55,61,41,81
4222,67,51,79,38,83
4223,67,46,33,74,74
4224,100,87,1,56,86
4225,85,83,66,59,81
4226,80,95,61,15,80
4227,76,73,90,79,61
4228,94,78,0,62,84
4229,79,24,73,26,76
4230,61,100,20,72,69
4231,84,89,85,63,72
4232,69,85,62,79,75
4233,76,54,70,55,74
4234,65,45,23,100,71
4235,73,99,28,57,72
4236,81,26,25,65,85
4237,74,73,3,40,80
4238,74,73,30,29,84
4239,66,31,51,69,82
4240,72,76,45,74,70
4241,60,100,46,71,80
4242,63,100,15,91,84
4243,59,62,49,74,91
4244,78,79,40,10,84
4245,64,100,66,78,81
4246,79,95,9,53,78
4247,73,49,0,63,83
4248,65,83,24,43,76
4249,76,88,42,60,81
4250,67,67,93,91,79
4251,71,74,27,100,83
4252,61,19,44,79,81
4253,51,85,0,64,86
4254,65,67,22,40,76
4255,81,43,11,45,79
4256,68,94,39,31,68
4257,77,26,33,43,85
4258,75,82,40,75,80
4259,75,75,11,76,89
4260,71,11,70,57,78
4261,65,42,100,85,81
4262,86,73,73,41,62
4263,78,95,26,28,87
4264,81,100,10,27,72
4265,66,69,48,94,90
4266,46,39,64,23,85
4267,82,71,21,46,80
4268,78,54,54,68,92
4269,64,48,0,63,90
4270,75,51,54,48,69
4271,77,100,8,91,74
4272,79,90,61,20,85
4273,75,48,25,64,88
4274,74,76,100,73,74
4275,67,38,47,89,67
4276,76,30,8,100,85
4277,74,36,53,81,65
4278,75,52,46,71,86
4279,79,60,25,29,87
4280,72,58,51,50,83
4281,74,79,88,56,77
4282,68,100,62,68,84
4283,88,65,25,54,67
4284,73,63,41,85,79
4285,74,11,51,47,79
4286,70,67,19,26,75
4287,63,86,22,62,71
4288,88,89,39,79,90
4289,61,69,44,79,69
4290,84,17,72,64,81
4291,70,64,14,24,74
4292,79,57,47,74,67
4293,77,87,21,53,76
4294,75,100,92,28,76
4295,75,81,57,78,72
4296,91,55,31,43,83
4297,89,50,9,38,81
4298,81,100,59,65,70
4299,70,95,0,76,75
4300,57,47,38,52,93
4301,80,59,31,49,69
4302,73,32,37,62,82
4303,90,43,47,33,83
4304,80,90,15,49,65
4305,64,48,37,37,77
4306,63,81,14,82,80
4307,82,65,42,42,77
4308,68,100,69,80,92
4309,52,80,30,55,76
4310,79,7,57,51,79
4311,76,34,35,46,93
4312,74,91,62,89,87
4313,74,41,23,35,75
4314,82,88,34,67,81
4315,86,64,91,26,80
4316,79,95,35,75,81
4317,68,100,71,79,79
4318,56,67,92,73,70
4319,67,77,35,49,77
4320,83,8,59,72,84
4321,72,14,23,71,88
4322,89,60,34,89,88
4323,90,58,21,42,86
4324,64,60,85,78,78
4325,93,61,55,87,70
4326,75,68,24,49,81
4327,64,35,57,49,78
4328,88,81,37,38,86
4329,74,57,12,56,88
4330,66,77,44,86,72
4331,57,74,66,80,83
4332,72,80,5,32,94
4333,69,29,70,91,91
4334,79,76,37,38,71
4335,77,55,82,80,82
4336,83,53,31,67,91
4337,82,100,46,44,75
4338,87,32,59,23,76
4339,86,73,34,62,71
4340,73,34,67,39,72
4341,86,49,28,33,70
4342,71,68,0,16,74
4343,52,73,21,75,84
4344,81,81,14,57,85
4345,79,57,80,62,79
4346,64,92,46,68,78
4347,71,40,0,57,61
4348,64,84,89,60,80
4349,65,50,21,54,79
4350,72,93,87,45,86
4351,86,13,81,34,86
4352,89,92,51,80,66
4353,71,68,26,45,98
4354,69,47,14,56,79
4355,80,63,50,65,89
4356,69,46,93,88,83
4357,73,100,43,62,93
4358,75,79,7,42,83
4359,78,29,4,37,95
4360,81,39,37,32,83
4361,76,42,43,80,96
4362,70,81,94,27,84
4363,71,36,21,52,78
4364,78,55,63,60,90
4365,85,47,0,73,71
4366,84,29,40,100,82
4367,72,62,0,90,77
4368,59,58,45,72,81
4369,79,91,55,77,88
4370,79,83,48,81,86
4371,76,77,46,53,73
4372,82,92,23,53,87
4373,100,59,61,46,79
4374,71,94,38,46,87
4375,57,48,34,51,86
4376,70,98,75,37,72
4377,83,62,43,78,72
4378,78,0,76,56,83
4379,81,95,32,82,82
4380,65,46,17,37,83
4381,70,100,20,83,79
4382,83,49,26,45,84
4383,91,86,8,74,77
4384,65,59,22,96,82
4385,69,98,45,54,79
4386,83,57,6,73,82
4387,67,30,35,61,79
4388,80,52,74,24,87
4389,61,49,75,78,86
4390,75,14,42,80,67
4391,72,49,32,70,67
4392,55,48,98,67,96
4393,94,42,0,64,57
4394,67,100,35,33,69
4395,69,72,65,92,74
4396,79,68,95,59,89
4397,89,55,49,85,89
4398,70,62,58,62,76
4399,75,52,0,39,72
4400,86,60,74,78,79
4401,71,69,0,72,82
4402,73,46,0,32,73
4403,75,53,50,63,100
4404,67,63,2,59,72
4405,83,64,24,53,77
4406,64,72,22,58,86
4407,66,90,63,40,71
4408,86,38,51,45,71
4409,72,58,64,64,91
4410,61,82,31,69,81
4411,56,60,70,62,77
4412,72,92,11,41,75
4413,63,39,65,69,80
4414,57,89,91,56,69
4415,70,46,67,70,98
4416,82,77,0,53,88
4417,70,69,29,71,89
4418,81,91,49,24,74
4419,68,10,13,52,84
4420,86,96,44,54,76
4421,56,69,39,69,77
4422,71,84,9,63,83
4423,72,85,0,91,78
4424,67,100,67,73,75
4425,91,49,27,69,84
4426,84,52,68,64,81
4427,91,80,31,39,85
4428,84,34,100,49,76
4429,69,66,0,72,72
4430,60,56,7,70,87
4431,67,68,17,44,86
4432,49,90,26,68,77
4433,79,56,43,39,82
4434,75,90,87,89,89
4435,82,90,12,65,77
4436,78,57,55,62,91
4437,90,7,36,100,63
4438,76,53,65,77,83
4439,85,34,53,94,86
4440,80,100,12,19,77
4441,74,42,49,95,74
4442,51,54,0,80,91
4443,79,60,72,30,95
4444,72,23,0,68,89
4445,72,13,60,44,84
4446,90,64,33,38,88
4447,78,85,36,57,77
4448,76,30,22,71,88
4449,75,60,17,28,83
4450,56,61,0,82,87
4451,79,18,43,58,91
4452,71,70,30,44,79
4453,78,100,0,73,79
4454,78,87,5,60,86
4455,90,91,24,93,82
4456,46,48,45,75,68
4457,75,12,33,54,79
