准考證號,國文,英文,數學
4017,76,100,3
5218,70,71,95
5511,78,43,44
9251,86,43,51
6113,72,18,48
2036,69,78,30
9425,77,77,23
6833,61,53,46
2891,78,29,17
2195,80,56,45
942,70,50,40
2843,66,50,43
6851,57,100,100
2795,76,87,0
8472,68,78,21
3214,82,67,85
7035,58,38,26
539,75,77,86
610,75,69,50
130,82,79,40
3421,88,70,49
6740,74,55,24
2093,80,60,0
1746,74,83,29
315,70,100,47
2946,70,62,100
6343,60,69,70
3589,86,70,41
1454,63,59,0
3135,89,40,100
4001,72,83,67
5566,76,59,21
3934,87,61,15
1646,72,100,52
6868,69,86,61
9086,68,55,3
237,99,100,70
4708,89,77,30
8151,84,15,62
1577,81,62,33
6373,77,93,22
193,73,46,90
8983,76,100,59
8046,87,82,20
2322,74,70,22
8428,79,49,0
4965,95,59,56
892,66,66,30
7845,72,63,72
6684,62,64,63
7801,65,59,45
8865,75,50,10
2063,69,16,0
4976,75,57,52
1437,76,57,0
1366,80,40,36
8039,71,78,48
2681,73,42,21
8626,81,79,54
7722,69,44,11
4254,65,67,22
2,67,77,53
5290,93,28,47
7305,85,100,41
8601,67,100,41
4201,81,100,90
1322,69,81,56
6765,76,52,48
434,76,34,87
8154,70,55,26
9231,58,78,52
7735,74,42,21
7654,99,32,0
9504,73,100,100
8214,80,100,38
3583,71,77,69
3367,81,84,75
131,59,100,18
7405,85,67,2
6141,78,48,100
9354,71,52,0
4184,65,66,8
9864,85,57,13
5082,81,25,79
2837,95,19,56
5349,79,19,0
3222,89,62,0
952,74,85,78
6139,68,60,72
1139,73,80,100
8579,65,84,13
8738,80,67,11
4508,72,78,31
7708,75,28,15
7465,85,34,82
3640,69,77,11
1297,72,38,47
4146,64,77,4
6782,78,61,20
7791,94,41,16
1448,77,49,39
43,92,53,0
5231,84,62,38
7389,84,54,58
9791,65,17,58
7206,69,21,39
2829,68,44,71
287,74,56,35
8479,73,47,68
4844,87,34,41
41,73,21,41
5368,71,13,38
3183,64,59,55
1261,55,100,65
3097,70,70,0
4039,73,72,0
9242,68,43,51
8377,80,61,61
5681,82,20,0
6459,87,100,86
4960,66,84,69
3374,69,78,44
815,73,100,38
6860,50,4,51
1116,78,56,10
4970,74,73,11
1264,65,63,9
7213,80,92,6
8778,68,34,26
1305,73,46,23
462,82,38,22
458,57,56,36
9874,64,43,45
5085,78,80,37
1353,77,62,0
6954,72,81,90
8987,66,49,50
4814,68,92,45
5201,69,93,56
3535,84,47,20
3417,79,33,23
7198,77,46,40
4882,82,46,99
1959,83,50,29
289,62,84,92
1685,68,70,54
5441,80,67,87
1312,91,85,23
9835,100,5,21
3810,76,70,23
9105,70,83,16
6306,66,76,34
5216,61,74,54
6105,61,85,73
2338,77,92,54
6107,67,63,51
9366,62,46,7
6795,68,51,0
9863,75,83,81
2427,88,80,53
3634,72,40,100
2182,75,50,39
9537,89,72,45
574,91,59,49
2981,86,80,30
3149,81,62,76
3717,70,64,0
7276,83,91,13
4072,100,55,43
2542,97,76,96
9410,86,70,46
9777,87,58,21
7688,74,45,17
1304,79,78,34
1438,94,10,34
696,79,78,79
3527,78,57,0
6825,76,52,50
8507,79,90,28
1256,86,27,76
8953,86,34,8
5657,83,85,49
7013,78,69,39
2782,77,79,38
7053,49,62,35
1205,74,41,59
2915,76,100,66
9202,73,18,38
9596,73,74,93
7783,79,75,61
3193,58,54,29
3781,87,53,36
7696,83,60,58
930,81,95,11
1099,78,54,43
8321,72,100,55
460,75,35,50
3820,78,52,31
1473,81,52,51
6401,73,50,52
6538,81,96,27
3675,64,46,60
7192,70,79,58
2966,96,79,84
6819,92,82,64
9527,62,26,67
7253,69,68,70
1314,80,100,72
2225,58,72,13
5970,57,100,58
8967,85,83,9
3467,84,73,13
3524,80,49,36
3428,91,95,49
8470,64,68,57
6488,65,28,26
5622,71,81,43
1596,89,43,29
8015,91,74,0
3448,76,60,41
8271,89,16,69
2928,72,91,51
9222,76,46,32
2137,79,44,38
2839,79,73,37
8448,73,58,16
1618,59,58,33
943,48,60,46
6763,84,85,54
8739,70,82,75
558,70,32,46
9331,56,100,49
2747,91,80,0
2416,65,32,47
8020,92,74,30
8843,60,53,63
1087,62,31,42
7743,61,66,89
5822,71,70,44
2706,70,67,46
619,71,36,38
4282,68,100,62
4105,70,56,62
9802,95,79,44
7711,77,70,54
741,61,53,56
4919,87,75,2
3649,89,75,35
9951,74,90,58
1252,78,30,77
185,85,56,6
7441,64,68,7
9692,82,55,55
77,82,100,55
2781,74,54,0
7839,71,70,38
6003,80,61,33
6503,70,39,55
8539,74,32,49
4137,73,34,50
8535,77,63,37
4224,100,87,1
4946,84,76,46
6550,82,78,0
7649,82,100,66
9391,90,39,100
2590,95,30,13
8443,76,100,8
982,72,47,28
8510,86,100,43
4527,70,90,53
7706,86,26,74
1317,71,84,3
7000,59,53,60
7929,80,50,54
512,77,86,36
8307,83,100,25
8433,59,42,81
2889,73,72,51
7303,83,64,64
3302,72,93,56
792,78,67,54
1878,74,49,49
4709,79,50,71
8666,68,67,75
9732,70,22,57
3238,54,42,0
8508,66,24,0
1879,61,96,36
3358,86,32,21
7171,78,74,0
4028,83,100,15
5430,77,31,16
692,79,58,0
5464,83,96,52
6356,70,49,38
7028,89,63,55
8821,82,2,22
912,75,37,30
8549,99,84,58
3815,89,58,69
8708,62,69,39
8181,62,100,0
336,76,23,46
227,92,8,0
9030,49,61,93
5836,69,98,21
1061,55,96,100
4002,89,73,13
2144,70,44,21
963,78,71,2
1006,88,72,100
9323,84,49,35
8538,79,84,16
3197,65,86,51
3100,63,86,7
7991,69,51,27
5620,81,73,89
2380,73,64,61
9282,64,73,11
7127,96,60,34
9815,76,17,10
5355,71,71,7
7417,85,33,68
1394,76,64,47
7820,77,43,58
7875,92,84,28
1375,63,26,60
408,90,98,42
3818,83,51,25
3104,96,100,81
2070,79,82,17
2113,82,91,7
1269,66,45,39
1515,96,100,67
6133,73,38,28
7529,78,49,49
338,59,16,9
5664,87,16,41
184,88,65,32
5074,60,43,43
256,77,44,50
7876,73,58,100
1885,89,75,76
5594,58,63,64
9225,64,76,74
2870,66,82,58
1565,73,46,85
3002,59,91,43
6759,76,87,4
7680,75,46,7
1722,97,73,49
9536,84,19,37
8602,67,58,52
6205,73,73,14
9895,58,100,39
1869,72,100,86
9185,80,92,30
5723,58,92,38
8573,84,86,33
9166,84,68,40
5308,60,72,0
206,60,29,88
2864,76,44,35
9112,77,62,48
1513,68,40,1
5025,76,54,59
9144,78,100,37
8277,79,84,48
8322,70,40,49
3864,81,35,19
9952,95,54,28
6238,100,65,23
6389,77,60,52
7128,72,95,45
1140,88,82,44
8928,73,42,0
8256,59,80,38
1355,92,74,25
9470,62,33,90
1100,60,50,53
8916,65,54,5
3048,97,72,77
7375,82,54,39
9395,64,48,8
1235,77,52,41
2060,72,100,0
5257,78,48,6
3010,72,67,8
1917,61,61,46
6218,75,77,51
1566,85,73,44
4872,71,11,97
6843,72,100,0
3483,68,76,30
236,67,23,12
5209,80,47,90
8295,80,27,73
7872,67,11,51
7292,78,60,69
1409,72,100,34
9942,90,61,68
8684,71,75,50
554,64,66,16
8391,86,60,0
7496,75,67,35
2686,82,72,73
9979,85,44,31
7170,68,37,81
2288,83,76,37
6207,82,77,22
8274,70,72,78
3344,70,55,71
5099,78,99,0
1623,91,50,0
3979,68,49,69
9497,73,86,54
538,78,81,50
5646,74,79,48
7737,82,79,37
709,68,39,61
4237,74,73,3
2589,81,30,86
6281,72,45,39
2149,70,32,0
8257,73,96,18
2408,73,81,19
5800,84,73,33
6965,85,55,54
842,95,82,44
7637,78,69,44
47,78,81,26
6106,70,69,13
1195,80,65,35
8766,79,100,0
5981,87,26,53
5894,75,44,59
777,78,59,60
2474,70,34,59
4093,87,36,12
7948,67,45,28
1302,72,79,11
2588,75,68,55
8811,62,62,16
7474,96,61,56
9032,70,66,67
419,100,43,51
3445,74,78,30
9610,77,38,6
1581,69,39,36
6895,79,66,0
2757,74,83,0
8645,70,63,44
4191,78,65,54
9978,54,52,44
2586,65,88,0
6855,61,50,20
6553,62,50,0
7567,72,100,16
8969,66,16,20
4255,81,43,11
6998,66,61,16
5487,84,51,6
8161,70,18,49
6946,68,100,40
2911,74,62,49
7561,77,58,63
2175,42,35,71
2159,79,63,36
3452,69,97,59
480,86,100,15
4106,72,77,60
3699,79,54,22
9774,76,67,71
2492,75,44,0
7098,78,33,65
9905,73,32,34
936,81,47,15
533,66,61,61
1789,65,92,36
7936,91,68,47
8024,55,78,17
6309,69,82,7
8347,59,16,52
8825,87,71,53
7677,67,68,99
769,76,67,35
1906,68,69,72
3606,94,72,41
5247,66,81,73
4358,75,79,7
6498,71,49,88
4905,91,94,26
406,77,55,0
5362,78,100,32
8938,71,43,90
245,70,19,3
5850,77,74,73
3321,79,8,39
4568,65,86,82
8543,79,78,0
4198,70,66,13
5123,76,62,0
9193,70,100,77
7662,73,89,69
1398,80,44,37
7190,74,83,100
5187,66,35,53
6143,78,34,35
7205,75,75,30
5977,59,76,15
9949,65,60,39
4123,52,35,100
5928,83,64,15
979,76,55,23
8492,50,43,0
4033,62,91,38
8416,77,64,86
3736,82,87,9
7779,95,100,40
3463,91,60,89
4305,64,48,37
4330,66,77,44
6257,72,63,38
5380,70,92,60
1707,69,36,39
1037,89,69,17
1075,94,49,28
4452,71,70,30
2339,91,84,68
9649,52,71,19
638,61,90,39
5181,75,73,66
6025,100,15,25
2825,76,85,12
4686,91,67,64
3227,73,52,45
3422,52,58,18
5689,86,100,56
126,91,76,3
4322,89,60,34
5935,78,80,76
2160,70,100,45
3106,88,47,78
1612,66,38,50
3843,76,95,48
5429,82,93,52
9328,87,55,28
2411,83,42,25
2847,91,54,8
4569,83,83,46
8688,83,54,0
1616,79,40,17
3958,87,37,59
4567,93,79,55
7900,80,58,29
4610,79,93,24
4653,78,33,34
6189,82,24,20
8623,87,35,28
5674,74,62,21
1387,60,75,63
9721,72,39,42
167,70,76,50
6100,75,88,38
2662,64,97,93
6329,91,56,13
5449,61,8,68
5071,71,42,59
1920,79,64,78
5984,73,53,0
490,82,79,21
5425,79,56,36
1360,86,69,36
5614,55,100,69
8210,79,76,16
1003,76,47,31
648,76,66,51
3216,69,28,0
4134,76,0,11
4488,71,47,36
7980,63,50,85
304,74,83,41
4669,77,82,47
176,81,52,0
4478,71,22,7
8038,84,44,69
5282,64,51,53
577,87,44,54
9665,93,75,12
9081,84,88,13
742,92,68,75
3261,80,54,37
4404,67,63,2
2811,75,20,72
5448,83,60,9
9805,89,55,45
6466,49,49,51
8473,69,34,4
7015,57,86,35
4987,66,100,35
6785,65,53,65
9688,73,36,33
413,82,50,41
8360,78,67,54
3082,70,69,25
6440,82,36,42
8213,73,73,32
61,70,41,100
938,69,57,26
9955,60,51,83
4381,70,100,20
1511,67,65,40
5927,92,19,65
108,62,83,8
1526,80,52,50
5895,75,80,26
5009,95,100,24
485,65,48,32
2503,92,96,39
5680,88,88,53
7647,87,100,50
9219,68,48,42
9824,65,54,37
9724,73,84,82
7415,52,33,0
1407,63,72,54
6409,82,47,36
4277,74,36,53
8173,61,71,73
6781,80,33,75
7210,86,67,16
412,83,76,13
4332,72,80,5
9238,86,76,93
5975,71,83,74
6233,73,73,32
1742,75,80,0
5944,78,90,41
3390,59,43,30
5748,77,18,83
1536,81,51,35
1606,83,69,45
9506,77,74,25
6272,75,34,22
4431,67,68,17
7265,78,78,0
3099,68,71,60
2326,88,84,40
2905,80,70,34
2210,75,98,48
4727,79,42,45
3574,74,64,66
38,84,67,0
2388,64,72,26
2382,71,80,78
6718,67,73,15
5307,79,100,49
7109,73,87,38
4865,86,2,21
3491,58,49,66
1631,67,66,43
4433,79,56,43
244,77,87,36
8994,80,52,100
2880,79,100,42
8017,68,64,65
4087,76,100,31
549,86,23,72
5882,76,28,5
9636,66,49,51
3254,77,0,49
6642,78,67,99
5930,77,88,18
3260,79,62,73
2970,73,100,0
4348,64,84,89
4532,79,100,53
6264,76,60,22
9605,76,56,52
5644,90,97,3
3286,66,79,57
4563,71,77,48
8280,66,56,73
3561,81,59,93
7323,81,54,79
1026,84,67,79
2529,75,76,41
8109,62,70,20
2673,75,100,57
1688,70,45,5
2982,77,76,19
5603,71,49,0
4122,67,50,40
4468,70,85,43
9050,82,38,15
7750,81,55,49
4326,75,68,24
5333,82,46,22
6047,92,49,37
9446,64,49,23
4991,76,33,73
1225,81,58,43
3801,67,61,35
8820,81,100,0
9413,65,68,51
6731,75,63,7
2279,70,84,75
2882,72,59,35
4734,97,36,92
8216,88,37,1
3834,73,70,0
4442,51,54,0
2974,53,65,5
1227,57,100,32
5337,71,94,69
515,71,87,55
211,86,47,54
9829,69,46,33
9305,79,83,8
3332,81,31,51
9968,92,36,55
5951,82,77,42
7759,60,100,58
6009,75,93,37
5943,85,92,41
4335,77,55,82
5468,74,63,25
8668,71,64,34
9344,62,84,66
7044,84,49,65
8726,62,70,71
1822,75,62,75
7143,60,79,56
6424,69,75,93
98,62,51,53
7057,73,85,41
4556,71,75,26
2722,66,36,79
9785,66,28,52
6461,78,43,21
5215,87,36,41
2006,68,26,84
3274,80,66,43
4040,66,68,9
603,53,83,36
2595,97,100,38
1679,63,67,0
1695,70,66,54
4390,75,14,42
3841,74,37,35
1186,75,53,0
3152,80,26,51
4505,63,41,33
9456,84,67,11
487,76,66,27
7161,88,92,51
7555,67,80,62
8374,81,63,76
7812,79,100,53
3403,82,39,51
7500,79,69,48
4898,81,91,34
2040,61,49,47
6774,84,77,39
8848,98,50,28
1674,68,100,46
9669,66,22,0
7729,67,68,12
9458,80,70,15
1089,91,84,81
6246,74,74,39
5192,70,40,44
3696,82,54,44
3846,78,48,19
9554,77,66,1
3314,69,67,19
6519,90,41,12
5101,85,52,12
7608,84,77,7
623,71,0,18
3795,79,96,52
5615,80,76,0
7012,78,48,94
9266,70,66,30
5048,46,60,69
5477,65,45,93
8559,90,76,70
2577,52,94,75
5,75,69,39
7380,65,24,20
5936,85,67,34
8452,72,50,41
636,65,73,58
5507,81,50,19
4063,78,64,53
6196,66,69,55
4818,81,27,40
7178,71,87,0
3693,84,46,56
7046,62,56,0
7621,72,36,20
2143,65,49,63
6707,82,71,44
4278,75,52,46
5256,74,54,8
7987,90,43,35
4340,73,34,67
1194,83,66,0
9606,88,35,0
356,77,52,47
8809,98,50,9
3402,65,100,21
3049,78,80,7
2538,59,40,58
7572,78,65,46
3215,72,17,67
3439,70,9,36
2752,63,61,13
3779,73,62,100
6462,62,38,43
3246,77,75,18
4190,70,78,35
3037,71,73,19
8625,95,71,0
9906,76,38,28
4866,80,87,58
5730,68,85,0
8917,62,65,0
8838,69,1,49
883,79,58,31
7172,63,96,46
76,65,59,20
9698,75,71,19
757,75,86,12
6465,64,53,20
5717,66,100,32
8819,71,89,13
3337,88,78,68
5047,78,58,4
2374,63,43,78
312,77,74,69
2083,54,73,35
3379,82,62,55
9099,79,55,46
6856,53,50,69
6288,95,40,36
5828,67,83,12
9674,86,28,4
8368,59,70,42
8260,65,52,69
4388,80,52,74
997,75,29,0
3725,58,99,73
288,65,53,58
3079,93,93,29
3821,82,84,49
9358,86,94,63
6137,70,56,35
528,84,45,79
3375,40,41,39
8541,100,50,83
9549,61,100,30
1503,88,69,22
5348,77,94,38
2074,67,100,28
2272,78,41,4
1738,76,100,61
5451,63,100,0
8888,83,30,0
2191,77,37,0
5059,57,57,90
8078,77,81,22
6393,77,52,53
6630,85,94,8
8905,62,98,40
683,79,36,80
2888,69,34,46
4080,77,94,0
1857,87,46,63
4367,72,62,0
7672,80,100,89
7499,70,61,60
1591,89,71,15
2694,81,38,38
7833,90,61,46
5350,54,70,27
1574,83,69,13
4472,71,52,8
5267,82,75,22
1294,75,45,21
5679,58,76,7
369,72,71,16
9595,78,68,47
9370,80,43,100
452,90,80,35
5837,67,93,13
8643,72,59,6
5536,90,64,12
4355,80,63,50
1435,86,53,20
961,67,61,48
2597,73,56,57
9261,61,71,58
9773,77,93,11
3837,62,40,35
4841,80,77,23
3679,90,41,31
4372,82,92,23
8717,77,82,52
9948,77,56,39
8647,85,19,33
8568,70,36,25
4193,62,64,43
5901,70,13,8
5184,87,23,0
7593,83,55,24
6575,78,56,24
5625,96,96,36
1638,85,53,0
2508,64,55,44
9921,77,23,42
8414,70,60,53
4661,78,84,0
6628,61,44,13
90,64,93,0
5234,65,42,19
9476,66,70,16
4646,78,64,33
3817,81,29,48
497,69,87,8
2906,75,40,57
7220,83,80,55
7236,91,35,30
4796,79,58,47
1102,69,82,9
3909,74,13,18
5971,69,52,59
8250,71,62,57
9005,64,100,43
2039,76,78,7
9561,80,21,52
6059,94,87,84
6969,81,34,62
5721,82,53,41
7022,87,40,2
9728,73,98,0
8283,84,78,58
5792,83,51,4
7167,72,91,29
4491,59,2,0
8281,76,62,54
9966,95,78,36
602,88,79,0
7243,71,71,26
4820,67,95,32
6460,93,57,32
6412,72,63,71
8379,74,75,37
376,72,50,100
2369,91,47,21
9034,81,100,18
8137,77,93,33
1543,80,32,19
9333,71,36,98
1267,94,62,15
2283,78,76,16
6333,76,67,0
3107,86,25,27
2318,75,57,60
7596,73,53,0
9006,74,63,47
6912,84,13,0
2346,65,25,18
4585,100,56,31
7949,60,71,26
8371,87,45,100
7919,56,46,72
3849,66,19,56
9122,54,50,65
4112,58,51,44
2672,86,100,56
6041,81,44,49
6541,49,100,19
7533,69,76,84
2116,52,41,61
9226,62,44,29
7581,82,81,46
4098,71,89,46
9729,78,88,47
8094,79,68,13
4217,76,79,14
1762,62,23,65
4600,86,69,22
4157,73,99,85
2642,80,67,60
1289,81,60,49
8718,69,100,28
7244,69,82,28
4896,75,92,50
6645,75,61,36
6922,60,83,33
6023,79,65,22
2147,68,75,22
6056,77,97,49
5796,77,70,18
7889,71,57,0
9511,75,62,25
1980,83,54,0
782,58,41,6
6872,77,21,14
1590,70,89,24
9248,76,91,63
2784,90,62,34
9973,68,80,58
4204,88,86,91
6589,72,47,44
893,92,57,13
9134,71,80,83
2130,75,25,44
8131,80,70,91
1721,86,57,44
6977,56,83,4
7736,64,9,37
1316,61,58,41
451,80,64,24
9040,75,54,65
4288,88,89,39
4298,81,100,59
680,88,72,20
2516,81,57,43
6114,81,100,38
6696,89,48,66
8954,77,100,0
395,65,53,0
5483,62,71,0
2742,82,80,24
6363,84,68,0
2680,75,50,20
3533,89,96,79
8489,71,59,59
2746,56,85,50
2394,69,76,68
2507,75,35,44
2003,51,92,6
6475,81,78,70
6927,53,74,57
5291,84,20,72
8642,79,68,32
5213,73,71,18
6104,94,64,45
8176,83,49,44
827,66,93,32
8139,98,27,22
2321,68,26,63
7317,59,68,39
7995,85,23,81
6838,85,78,58
2287,71,100,67
5351,67,70,29
6279,70,41,26
8464,79,41,14
399,75,74,22
6481,61,100,0
6590,78,42,14
8525,77,47,54
5654,71,62,68
7391,86,86,26
970,61,15,40
5270,56,40,2
6709,74,19,0
3201,67,94,100
4785,76,85,12
6787,74,73,51
8635,69,100,15
7846,85,54,52
4535,97,94,73
4159,85,82,11
6298,82,83,45
5325,65,68,53
5827,66,80,74
8205,81,60,71
5403,62,45,51
4494,88,56,19
2274,73,79,55
2180,72,69,1
319,78,57,73
5146,84,100,45
8177,69,14,66
363,70,23,17
8444,82,40,87
219,78,57,93
1029,71,67,44
9904,82,97,54
7642,64,23,25
1260,77,62,0
2739,84,97,29
5869,80,72,53
7765,75,51,20
5576,82,78,15
5760,62,60,32
6220,74,83,23
7915,80,72,8
3239,54,70,28
8944,82,33,47
9786,72,39,13
4951,81,46,52
2770,61,92,32
6955,64,83,31
8749,100,87,0
6618,68,34,50
1185,59,72,38
4445,72,13,60
1475,70,100,50
8984,87,76,50
5834,85,66,47
3550,68,75,0
2131,84,99,0
773,84,100,39
9695,71,77,21
4809,78,52,33
407,65,78,81
7291,70,43,62
9147,67,47,11
6790,64,85,38
1916,78,30,0
2667,80,73,17
3522,69,7,0
828,76,90,56
8971,71,5,0
7870,82,74,79
6562,70,71,39
1502,74,89,38
9343,65,70,22
2942,81,46,88
9159,72,60,71
5992,86,86,49
2501,84,44,54
294,72,75,40
9373,75,59,50
7469,65,88,8
4075,82,64,0
5327,80,43,100
3601,68,23,49
811,59,19,36
8667,81,32,25
9414,82,56,100
7731,84,62,71
2115,74,42,87
9204,89,52,13
4052,72,72,59
5863,65,37,31
6699,72,33,29
4018,73,39,42
1144,69,50,49
8401,85,55,27
9451,82,87,72
6117,53,100,48
4665,74,83,42
1767,73,64,35
3392,67,83,59
896,69,52,23
3625,90,75,70
3786,78,38,57
2895,74,43,60
8690,73,25,29
2920,87,60,70
4671,74,55,49
6278,58,46,15
6899,74,81,37
1493,88,94,17
9360,81,19,80
2405,70,86,69
6704,78,93,52
3081,88,65,37
246,58,36,86
3119,72,85,11
1821,72,97,19
8308,69,90,82
3479,56,66,17
4942,86,59,45
556,72,91,65
2759,78,47,0
809,85,100,40
5087,63,41,25
6015,66,35,29
74,68,55,48
7426,77,84,51
5541,73,89,60
1137,59,73,63
8663,61,56,11
6667,82,64,19
1809,65,80,13
5141,63,79,43
4095,87,62,46
1403,74,59,34
8481,71,49,44
7752,52,74,1
2345,67,64,15
6302,57,61,21
9560,80,54,18
1547,71,39,21
231,89,21,97
8617,82,42,17
932,73,65,12
3638,76,91,32
3656,89,74,49
186,78,65,10
3756,85,55,21
9530,64,57,35
1882,63,100,70
3976,82,93,3
3669,77,63,73
9474,62,48,43
1080,74,48,35
6146,86,32,52
5521,80,100,66
2002,63,57,6
1956,72,25,44
4244,78,79,40
7354,77,93,32
6244,67,21,59
3330,80,1,37
7152,63,75,0
4900,61,57,34
6028,55,3,32
665,81,100,40
3771,70,23,49
8646,60,96,43
986,69,87,45
4863,67,73,43
7264,79,86,100
1766,57,43,62
5729,83,34,32
8252,77,65,72
2650,86,52,35
9526,67,80,0
7989,82,83,0
7505,82,94,39
5554,71,100,13
5431,86,92,51
1753,64,100,2
1222,95,66,49
4438,76,53,65
732,56,91,61
947,67,79,14
1726,73,71,38
3691,92,55,70
6157,74,60,70
5693,86,83,47
4512,64,90,12
9439,80,12,44
2384,64,77,0
4744,74,64,70
4015,84,100,99
1735,91,59,75
9280,79,46,82
6658,64,18,13
6596,84,63,96
3838,65,53,21
8179,69,100,67
4257,77,26,33
980,71,100,62
1467,80,100,30
2777,73,58,14
8440,86,31,22
1383,68,77,14
9209,85,100,62
4586,79,92,61
8264,73,90,48
370,69,93,75
275,100,78,33
8512,79,84,37
4076,79,60,72
7058,76,70,30
3761,85,84,67
3316,68,23,0
3326,68,69,32
6144,56,48,52
5335,66,60,68
4082,68,63,25
6607,65,86,20
7955,78,27,44
5406,46,97,0
2101,50,96,79
1265,71,77,51
1020,73,81,66
4242,63,100,15
6433,88,61,96
6364,47,51,86
6124,70,74,34
3896,87,10,30
8482,68,69,44
5476,57,64,7
2286,66,69,5
4156,80,61,19
5612,94,60,0
3517,74,62,0
1422,79,69,20
834,81,38,79
6464,73,71,39
7318,74,72,56
4124,67,98,2
8859,64,81,13
1062,83,44,41
6884,84,65,21
9718,78,86,64
9926,68,94,71
5519,99,17,0
1323,64,62,67
6122,90,60,15
5217,82,54,61
283,88,10,46
6261,89,41,39
6999,76,93,42
5884,68,83,74
6167,100,77,56
6744,75,100,20
3747,89,72,19
6275,68,96,21
8572,68,40,0
2540,62,69,6
579,84,76,3
1220,86,86,48
9789,85,58,26
1710,62,46,0
5174,74,70,100
322,53,44,59
4128,66,82,39
2126,89,26,0
8550,68,43,18
217,66,54,70
2601,74,47,37
7031,82,93,86
3513,68,15,45
1081,62,80,38
9102,78,65,38
5588,72,97,42
9262,71,90,8
4537,88,58,23
3056,74,58,6
4078,79,48,43
4466,69,95,59
4090,68,99,99
5225,65,69,50
7824,86,25,59
6854,72,92,20
23,73,100,34
6002,64,44,69
84,93,72,60
1991,74,59,100
5767,65,79,4
5635,71,100,41
3072,80,26,55
7977,78,58,60
3418,86,0,17
8251,63,32,38
9797,59,28,22
7676,77,43,35
2546,96,59,24
2299,79,65,54
3903,77,79,19
7366,60,64,60
1188,66,79,13
3022,70,80,43
9210,80,60,12
1907,67,75,42
1105,72,45,22
6753,59,81,0
9510,80,12,13
4594,75,100,85
5016,83,20,16
4938,68,91,54
4034,83,100,4
2648,73,61,48
7148,66,50,56
201,76,64,47
296,88,49,81
9522,74,21,56
4118,66,43,29
2593,80,58,93
8787,81,42,81
8359,60,79,24
3977,71,93,37
6109,83,37,57
3548,76,73,0
1977,94,30,33
4923,78,73,45
4522,79,34,12
9075,67,95,45
9909,72,20,56
534,63,72,30
2658,76,30,21
3930,69,59,63
2437,82,78,16
6769,72,68,83
6803,80,16,30
8840,84,94,47
4707,73,53,31
9055,67,73,43
24,78,52,21
7030,82,76,17
5486,75,65,17
4897,75,66,58
69,76,64,51
3857,83,46,11
9880,75,100,58
2291,71,83,13
9138,82,54,67
18,61,57,34
9999,62,100,54
8074,83,34,7
243,81,78,100
6353,85,46,42
7599,55,71,24
9653,83,100,73
3569,67,96,46
8147,77,44,60
4373,100,59,61
7685,92,77,12
7734,81,81,49
5917,76,54,44
9914,83,79,70
1509,80,30,46
7798,67,64,78
7964,61,83,98
4615,87,100,40
4246,79,95,9
671,84,66,67
4859,53,87,76
6037,89,0,35
3990,73,34,63
4718,76,66,45
2913,58,70,13
5506,58,80,21
372,81,62,30
463,73,100,40
6845,76,82,49
6510,71,63,0
1332,55,71,59
2238,73,68,34
362,65,78,77
5324,81,94,39
6096,77,48,67
2547,70,40,30
9705,70,16,88
8571,82,52,100
3572,72,67,19
5753,92,100,52
4011,58,95,0
1042,82,55,36
8847,51,42,74
8217,69,3,95
2350,87,60,47
5404,75,100,78
8441,60,58,35
793,68,64,63
2450,77,55,36
3169,73,43,22
6874,70,27,42
9726,78,87,44
7550,66,100,0
910,76,26,5
4654,83,70,16
1132,74,15,42
214,87,99,31
5080,63,54,0
3608,80,90,32
6713,76,100,43
8908,76,72,6
5551,81,46,6
9315,78,38,30
9847,67,93,21
7402,66,100,13
3983,82,50,97
4891,81,50,71
2543,80,100,72
3469,87,100,0
5264,84,42,11
7622,78,58,0
4570,78,100,54
8112,78,52,20
5738,69,73,57
1426,69,67,13
8882,79,100,47
3788,80,79,2
656,65,71,17
9401,85,78,51
8747,70,55,0
3999,56,50,0
1546,63,55,66
708,78,67,23
3003,87,63,5
6568,78,57,13
1388,77,64,28
7460,80,93,21
6555,67,70,43
3718,77,40,39
7641,61,26,39
6552,67,60,56
8462,79,54,53
5571,63,81,32
3911,91,46,9
7409,77,100,24
868,86,90,51
3615,82,88,62
9751,61,100,34
5591,79,71,22
9454,80,57,14
4256,68,94,39
3405,73,34,19
7247,82,75,100
6049,86,88,96
3774,76,35,14
2431,73,59,12
9683,89,100,60
1539,92,41,13
4329,74,57,12
7923,68,62,45
5361,69,98,58
6347,80,88,76
4959,68,35,41
5358,64,90,97
9809,83,72,49
676,73,62,91
8324,79,69,1
8049,59,31,56
1152,59,67,43
2485,79,69,74
9848,72,31,27
3219,84,99,47
1663,59,81,73
332,86,62,38
4473,67,68,100
8332,65,16,0
3292,89,46,0
2129,64,95,49
4705,87,53,20
2822,69,87,74
1662,75,76,12
6403,82,64,78
3359,76,42,36
6386,88,80,66
3804,84,98,16
3015,77,87,21
2106,87,60,26
5701,77,35,37
4027,82,89,26
1068,82,59,26
8784,93,100,42
6054,72,68,19
6007,78,100,58
4411,56,60,70
7953,71,63,21
7371,74,75,35
8410,88,61,19
1331,83,74,38
7616,76,35,46
5989,70,44,10
6567,78,73,22
8310,70,36,15
6620,57,64,41
6979,75,44,74
4483,72,84,41
8756,93,73,20
7314,77,43,79
6638,70,77,16
5699,81,47,6
6420,69,32,71
3856,63,77,10
3399,96,11,3
